GDP (USD_CAP),Country,Year,hhsize,age_first,Cost of business startup procedures,Corporate Tax,Income Tax,UNEDUC,knowent,opport,suskill,sunewcst,discent,TEASIC4C_0,TEASIC4C_1,TEASIC4C_2,TEASIC4C_3,TEASIC4C_4,gender,age,age2,TEAyy
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,0,1,1,0,0,0,0,1,0,2,44,1936,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,0,1,0,0,0,0,1,0,0,2,52,2704,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,0,0,0,0,0,1,0,0,0,0,2,47,2209,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,1,1,1,1,0,0,0,0,1,2,19,361,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,1,1,0,0,0,0,0,1,0,2,58,3364,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,0,1,1,0,0,0,0,1,0,2,51,2601,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,0,1,1,0,0,0,0,0,0,1,2,30,900,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,0,1,0,0,0,0,0,0,1,2,19,361,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,0,1,1,1,1,0,0,1,0,0,2,19,361,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,0,1,1,0,0,0,0,1,0,2,41,1681,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,0,1,1,0,0,0,0,0,1,2,42,1764,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,0,1,0,1,0,0,0,0,0,1,2,35,1225,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,0,0,1,0,0,0,0,0,1,0,2,43,1849,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,0,0,1,0,0,0,0,0,1,2,26,676,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,1,1,1,0,0,0,0,0,1,2,30,900,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,1,1,1,0,0,0,0,1,0,2,39,1521,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,0,1,0,0,0,0,0,1,0,2,28,784,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,0,1,1,0,0,0,0,0,1,2,44,1936,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,0,1,1,0,0,0,0,1,0,2,35,1225,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,1,1,1,0,0,0,0,0,1,2,40,1600,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,1,1,1,0,0,1,0,0,0,2,40,1600,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,0,0,0,0,0,0,0,0,1,2,38,1444,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,1,1,1,0,0,0,0,0,1,2,40,1600,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,1,1,1,0,0,0,0,1,0,2,40,1600,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,1,1,0,0,0,0,0,1,0,2,40,1600,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,0,1,0,1,0,0,0,0,0,1,0,2,36,1296,1
103788,LU,2015,2.4,31.5,2,4.45,9.143,1,1,1,1,0,0,0,0,0,1,0,2,38,1444,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,1,0,0,0,0,0,1,2,51,2601,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,0,0,0,0,0,0,1,2,60,3600,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,1,1,0,0,0,1,0,0,2,39,1521,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,0,1,1,0,0,0,0,1,0,2,52,2704,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,1,0,0,0,0,1,0,2,54,2916,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,0,1,1,0,0,0,0,0,1,2,33,1089,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,0,1,0,0,0,0,1,0,0,2,52,2704,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,1,0,0,0,0,0,1,2,48,2304,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,0,0,1,0,0,0,0,0,1,2,21,441,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,1,1,1,0,0,0,0,0,1,2,54,2916,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,0,0,0,0,0,0,1,2,33,1089,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,1,1,1,0,0,0,0,1,0,2,43,1849,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,1,0,0,0,0,0,1,0,2,45,2025,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,1,1,1,0,0,0,0,0,1,2,45,2025,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,1,0,0,0,0,0,1,2,41,1681,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,0,0,0,0,0,0,0,1,2,59,3481,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,1,1,0,0,0,0,0,1,2,50,2500,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,0,1,0,0,0,0,0,0,1,2,53,2809,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,1,0,0,0,0,1,0,2,51,2601,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,0,0,0,0,0,0,0,1,2,36,1296,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,0,0,1,0,0,0,0,2,30,900,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,1,0,0,0,0,0,1,2,32,1024,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,0,1,1,0,0,1,0,0,0,2,27,729,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,0,1,0,0,0,1,0,0,0,2,28,784,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,1,0,0,0,1,0,0,0,0,2,44,1936,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,1,0,0,0,0,0,1,2,50,2500,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,0,0,0,0,1,0,0,2,40,1600,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,1,1,1,0,0,0,0,0,1,2,31,961,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,1,0,0,0,1,0,0,2,24,576,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,1,0,0,0,0,0,1,2,52,2704,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,0,1,0,0,0,0,0,1,2,54,2916,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,1,0,0,0,0,0,0,1,2,53,2809,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,0,1,0,0,0,0,0,0,1,2,40,1600,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,1,0,0,0,0,1,0,2,24,576,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,1,1,1,0,0,0,1,0,0,2,40,1600,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,1,0,0,0,0,0,1,0,2,44,1936,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,1,1,1,0,0,0,0,1,2,40,1600,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,0,1,0,0,0,0,0,1,0,2,22,484,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,0,1,0,0,0,0,0,0,1,2,29,841,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,0,1,0,0,0,0,1,2,23,529,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,0,1,0,0,0,0,0,0,1,2,23,529,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,1,1,0,0,0,0,0,0,1,2,38,1444,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,0,0,0,0,0,0,1,2,38,1444,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,0,0,0,0,0,0,0,1,0,2,23,529,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,0,1,0,0,0,0,0,0,1,2,36,1296,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,1,0,0,0,0,0,0,0,1,2,46,2116,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,0,1,0,0,0,0,0,1,2,25,625,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,0,0,0,0,0,0,0,1,2,28,784,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,0,1,1,0,1,0,0,1,0,0,2,22,484,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,0,0,0,0,0,0,1,2,25,625,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,1,0,0,0,0,0,1,0,2,23,529,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,0,1,0,0,0,0,0,1,0,2,38,1444,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,0,0,0,0,0,0,1,2,63,3969,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,0,1,1,0,0,0,0,0,1,2,39,1521,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,0,1,1,0,0,0,0,0,0,1,2,29,841,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,1,0,0,0,0,0,1,2,37,1369,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,0,1,0,0,0,0,1,2,27,729,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,1,1,1,0,0,0,0,0,0,0,1,2,38,1444,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,1,1,0,0,0,0,0,0,1,2,27,729,1
69147.03,IE,2015,2.7,31.9,0.3,2.615,7.292,0,1,0,1,1,0,0,0,0,0,1,2,39,1521,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,1,0,0,0,0,0,1,2,21,441,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,1,0,0,0,0,1,0,2,34,1156,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,1,0,0,0,0,0,0,0,1,2,29,841,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,1,1,0,0,0,0,0,1,0,2,25,625,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,0,0,0,0,0,0,0,1,2,25,625,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,1,1,0,0,0,0,0,1,2,33,1089,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,1,0,0,0,0,0,0,1,0,2,29,841,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,1,1,0,0,0,0,0,0,1,2,40,1600,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,0,0,0,0,0,0,1,2,40,1600,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,0,1,0,0,0,0,0,0,1,2,43,1849,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,0,0,0,0,1,0,0,2,40,1600,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,0,0,0,0,0,0,1,2,44,1936,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,0,1,0,0,0,0,0,0,1,2,47,2209,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,1,1,0,0,0,0,0,1,0,2,53,2809,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,1,0,0,0,0,0,0,1,2,57,3249,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,0,0,0,0,0,0,1,0,2,19,361,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,0,1,1,1,0,0,0,0,1,0,2,24,576,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,0,0,1,0,0,0,0,1,0,2,23,529,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,0,0,0,0,0,0,1,2,20,400,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,1,0,0,0,0,0,0,1,2,32,1024,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,1,1,0,0,0,0,0,1,2,27,729,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,0,0,0,0,0,0,1,2,31,961,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,0,1,1,0,0,0,0,0,1,2,44,1936,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,1,1,0,0,0,0,0,1,0,2,44,1936,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,1,1,0,0,0,0,0,0,1,2,35,1225,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,0,1,0,0,0,0,0,1,0,2,36,1296,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,0,0,0,0,0,1,0,2,35,1225,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,1,1,0,0,0,1,0,0,2,47,2209,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,0,1,0,0,0,0,0,1,2,48,2304,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,0,0,0,0,0,1,0,2,52,2704,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,1,1,0,0,0,0,0,0,1,2,58,3364,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,1,1,0,0,0,0,0,0,1,2,62,3844,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,0,1,0,0,0,0,0,1,2,22,484,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,0,0,0,0,1,0,0,0,2,50,2500,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,0,0,0,0,0,0,1,0,0,2,63,3969,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,0,0,0,0,0,0,1,0,2,63,3969,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,1,1,0,0,0,0,0,0,1,2,26,676,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,1,1,0,0,0,0,0,0,1,2,41,1681,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,1,0,1,0,0,0,0,0,0,1,2,36,1296,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,1,1,1,0,0,0,0,0,1,2,43,1849,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,0,0,0,1,0,0,0,0,0,0,1,2,38,1444,1
42501.61,FI,2015,2,30.6,0.9,2.166,13.253,1,1,1,1,0,1,0,0,0,1,0,2,55,3025,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,0,0,0,1,2,36,1296,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,1,0,0,0,0,0,1,0,2,21,441,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,0,0,1,0,2,26,676,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,1,1,0,0,0,0,0,1,2,56,3136,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,1,1,0,0,0,0,1,0,0,2,20,400,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,1,0,0,0,1,0,0,0,2,49,2401,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,1,1,1,0,0,0,0,0,1,2,56,3136,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,1,0,0,0,0,0,0,1,2,21,441,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,1,1,1,0,0,0,0,0,1,2,33,1089,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,0,0,1,0,2,34,1156,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,1,1,0,0,0,0,1,0,0,2,42,1764,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,0,0,0,0,0,0,0,1,2,52,2704,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,0,0,0,0,0,1,2,42,1764,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,1,0,1,0,0,0,0,1,2,35,1225,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,0,1,0,0,0,0,0,1,2,27,729,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,0,0,0,0,0,0,1,0,2,25,625,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,0,1,0,0,2,50,2500,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,1,0,0,0,1,0,0,2,46,2116,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,0,0,1,2,29,841,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,1,0,0,0,0,1,0,2,34,1156,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,0,0,0,0,1,0,2,21,441,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,1,0,0,0,0,0,0,0,1,2,33,1089,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,1,1,1,0,1,0,0,0,0,2,21,441,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,0,0,0,1,0,0,2,26,676,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,1,1,0,0,0,0,0,0,1,2,30,900,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,1,0,0,0,0,0,1,2,33,1089,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,1,0,0,0,0,1,2,30,900,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,1,0,0,2,42,1764,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,1,0,0,2,36,1296,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,1,0,0,0,0,0,0,1,2,30,900,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,0,0,0,0,0,0,0,1,2,40,1600,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,0,1,0,0,0,0,0,1,2,37,1369,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,0,0,0,0,0,0,1,2,48,2304,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,0,1,0,0,0,1,0,0,2,42,1764,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,0,0,0,0,0,1,2,56,3136,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,0,0,0,0,0,0,0,1,2,38,1444,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,1,0,0,0,0,0,1,2,40,1600,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,0,0,0,0,0,1,0,0,2,27,729,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,0,1,0,0,0,0,0,1,2,19,361,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,1,0,0,0,0,0,1,2,53,2809,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,1,0,0,2,54,2916,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,0,0,0,0,1,0,0,0,2,51,2601,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,1,0,0,0,0,1,0,0,2,27,729,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,1,0,0,0,0,0,1,2,26,676,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,1,0,1,0,0,0,0,0,1,2,60,3600,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,0,0,0,0,0,1,0,0,2,49,2401,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,0,1,0,0,2,42,1764,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,0,0,0,1,2,27,729,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,0,0,1,2,33,1089,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,0,0,0,0,0,1,0,0,2,24,576,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,1,0,0,0,1,0,0,2,36,1296,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,0,0,0,0,1,0,0,0,2,33,1089,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,1,0,0,0,1,0,2,38,1444,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,1,1,0,0,0,0,0,1,0,2,26,676,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,1,0,0,0,0,0,0,1,2,46,2116,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,0,0,1,0,2,25,625,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,0,0,1,0,2,27,729,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,1,0,0,0,0,0,1,2,35,1225,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,1,0,0,0,0,1,0,0,2,20,400,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,1,0,0,0,0,0,1,0,2,22,484,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,0,0,0,1,0,0,0,2,41,1681,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,1,0,0,2,35,1225,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,0,0,0,0,1,0,0,2,56,3136,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,1,1,0,0,0,0,0,0,1,2,27,729,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,1,1,0,0,0,0,0,1,0,2,27,729,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,1,1,1,0,0,0,0,1,0,2,49,2401,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,1,1,0,0,0,0,1,0,2,45,2025,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,1,0,0,0,0,1,2,46,2116,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,1,0,0,0,0,0,0,1,2,21,441,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,0,0,0,0,0,1,2,61,3721,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,0,0,1,2,23,529,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,1,0,0,0,1,0,0,0,2,56,3136,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,1,0,0,0,1,0,2,60,3600,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,0,0,0,1,0,0,0,2,21,441,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,0,0,0,0,0,0,1,2,24,576,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,1,1,0,0,0,0,0,0,1,2,19,361,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,0,0,0,0,1,0,2,46,2116,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,0,0,1,0,0,0,0,0,0,1,2,29,841,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,1,0,0,2,42,1764,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,0,0,1,0,0,0,0,0,0,1,2,38,1444,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,0,1,0,0,2,48,2304,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,0,1,0,1,0,0,0,0,0,0,1,2,44,1936,1
24838.71,LV,2015,2.4,29.4,4.3,1.598,5.94,1,1,0,1,0,0,0,1,0,0,0,2,60,3600,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,0,1,0,1,0,0,1,0,0,0,2,32,1024,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,1,1,0,0,0,0,1,0,0,2,30,900,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,1,1,1,0,0,0,1,0,0,2,27,729,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,0,1,0,1,0,0,0,0,0,1,2,28,784,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,1,1,1,0,0,0,1,0,0,2,26,676,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,0,1,0,0,0,0,0,1,0,2,33,1089,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,1,1,1,0,0,0,0,0,1,2,30,900,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,0,1,1,0,0,0,0,0,0,0,1,2,27,729,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,0,1,0,1,0,0,0,0,0,0,1,2,31,961,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,0,1,1,0,1,0,0,0,0,1,0,2,27,729,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,0,1,0,0,0,1,0,0,0,2,30,900,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,0,1,1,0,0,0,0,0,1,2,32,1024,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,1,1,0,0,0,0,0,0,1,2,28,784,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,0,0,0,1,0,0,1,0,0,0,0,2,29,841,1
29444.32,EE,2015,2.2,29.9,1.4,2.054,5.726,1,1,1,0,0,0,0,0,0,0,1,2,33,1089,1
